会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
C5922,女,银卡,线下扫码,37,全职主妇,西安,银发族,否
C5923,男,普通,微信小程序,22,自由职业,深圳,银发族,否
C5924,男,普通,外卖平台导流,26,企业职员,深圳,三口之家,否
C5925,女,普通,App自然注册,47,企业职员,北京,三口之家,否
C5926,女,普通,外卖平台导流,46,全职主妇,广州,单身青年,否
C5927,女,普通,App自然注册,36,自由职业,成都,单身青年,否
C5928,女,普通,微信小程序,24,互联网从业,郑州,三口之家,否
C5929,男,普通,线下扫码,36,公务员,西安,单身青年,否
C5930,女,普通,社群裂变,34,学生,上海,三口之家,否
C5931,女,金卡,线下扫码,22,服务业,广州,三口之家,是
C5932,男,金卡,微信小程序,35,全职主妇,上海,单身青年,否
C5933,男,普通,外卖平台导流,42,全职主妇,成都,三口之家,否
C5934,男,普通,App自然注册,27,服务业,青岛,银发族,否
C5935,女,金卡,微信小程序,28,企业职员,深圳,三口之家,否
C5936,男,普通,外卖平台导流,30,自由职业,苏州,银发族,否
C5937,女,普通,微信小程序,34,互联网从业,重庆,二人世界,否
C5938,女,银卡,App自然注册,26,企业职员,广州,多口之家,否
C5939,女,普通,微信小程序,31,企业职员,武汉,多口之家,否
C5940,男,普通,线下扫码,38,服务业,天津,多口之家,否
C5941,男,普通,线下扫码,48,企业职员,杭州,三口之家,否
C5942,女,银卡,线下扫码,32,服务业,上海,单身青年,否
C5943,男,普通,线下扫码,45,自由职业,其他,二人世界,否
C5944,男,普通,线下扫码,38,自由职业,西安,单身青年,否
C5945,女,普通,App自然注册,24,企业职员,重庆,多口之家,否
C5946,男,普通,App自然注册,44,企业职员,上海,二人世界,否
C5947,男,银卡,微信小程序,44,学生,北京,多口之家,否
C5948,女,普通,线下扫码,29,其他,其他,多口之家,否
C5949,男,普通,微信小程序,45,全职主妇,广州,三口之家,否
C5950,女,银卡,微信小程序,45,其他,广州,三口之家,否
C5951,男,银卡,微信小程序,42,学生,杭州,银发族,否
C5952,男,普通,线下扫码,30,服务业,上海,单身青年,否
C5953,男,普通,外卖平台导流,39,企业职员,深圳,三口之家,否
C5954,女,普通,微信小程序,42,企业职员,南京,三口之家,否
C5955,男,普通,微信小程序,28,企业职员,南京,二人世界,否
C5956,男,普通,微信小程序,30,企业职员,杭州,银发族,否
C5957,男,银卡,微信小程序,37,服务业,苏州,单身青年,否
C5958,女,普通,外卖平台导流,22,企业职员,广州,银发族,否
C5959,男,普通,微信小程序,33,企业职员,广州,二人世界,否
C5960,女,普通,地推活动,36,企业职员,重庆,单身青年,否
C5961,女,普通,线下扫码,22,自由职业,广州,单身青年,否
C5962,女,普通,App自然注册,42,互联网从业,苏州,三口之家,否
C5963,女,普通,微信小程序,31,服务业,西安,二人世界,否
C5964,女,普通,微信小程序,39,服务业,武汉,单身青年,否
C5965,男,银卡,外卖平台导流,45,学生,深圳,三口之家,否
C5966,男,银卡,微信小程序,22,服务业,北京,多口之家,否
C5967,男,普通,外卖平台导流,36,企业职员,西安,二人世界,否
C5968,男,普通,外卖平台导流,32,学生,苏州,单身青年,否
C5969,女,普通,微信小程序,37,学生,上海,多口之家,否
C5970,女,金卡,线下扫码,27,全职主妇,苏州,二人世界,是
C5971,女,普通,App自然注册,31,互联网从业,广州,三口之家,否
C5972,男,银卡,App自然注册,38,全职主妇,苏州,三口之家,否
C5973,女,银卡,线下扫码,40,其他,上海,三口之家,否
C5974,女,普通,线下扫码,37,全职主妇,南京,单身青年,否
C5975,男,普通,社群裂变,33,其他,西安,二人世界,否
C5976,女,普通,社群裂变,33,学生,长沙,三口之家,否
C5977,男,普通,外卖平台导流,43,企业职员,杭州,单身青年,否
C5978,女,普通,社群裂变,28,其他,武汉,银发族,否
C5979,女,普通,App自然注册,41,企业职员,深圳,银发族,否
C5980,男,普通,微信小程序,43,全职主妇,郑州,单身青年,否
C5981,男,普通,微信小程序,28,全职主妇,北京,单身青年,否
C5982,女,金卡,App自然注册,30,全职主妇,北京,三口之家,是
C5983,男,普通,微信小程序,46,其他,上海,三口之家,否
C5984,女,普通,微信小程序,40,其他,长沙,三口之家,否
C5985,女,普通,外卖平台导流,37,服务业,长沙,多口之家,否
C5986,男,普通,App自然注册,34,互联网从业,杭州,单身青年,否
C5987,女,黑金,外卖平台导流,22,企业职员,成都,多口之家,是
C5988,女,普通,App自然注册,44,自由职业,重庆,单身青年,否
C5989,男,普通,外卖平台导流,45,其他,北京,多口之家,否
C5990,男,普通,微信小程序,42,企业职员,青岛,三口之家,否
C5991,男,普通,社群裂变,33,互联网从业,深圳,多口之家,否
C5992,男,普通,微信小程序,38,企业职员,其他,银发族,否
C5993,男,普通,微信小程序,29,互联网从业,成都,二人世界,否
C5994,男,普通,外卖平台导流,30,企业职员,上海,三口之家,否
C5995,男,普通,外卖平台导流,32,其他,北京,银发族,否
C5996,女,普通,线下扫码,38,企业职员,成都,二人世界,否
C5997,男,银卡,微信小程序,32,企业职员,其他,三口之家,否
C5998,女,普通,微信小程序,29,其他,深圳,银发族,否
C5999,女,银卡,App自然注册,37,服务业,南京,三口之家,否
C6000,女,普通,App自然注册,45,服务业,苏州,三口之家,否
C6001,男,银卡,App自然注册,47,其他,重庆,三口之家,否
C6002,女,普通,App自然注册,44,企业职员,上海,三口之家,否
C6003,女,金卡,线下扫码,35,全职主妇,深圳,多口之家,是
C6004,男,金卡,微信小程序,39,互联网从业,苏州,三口之家,是
C6005,女,黑金,线下扫码,34,企业职员,武汉,单身青年,是
C6006,女,普通,微信小程序,22,互联网从业,武汉,单身青年,否
C6007,女,普通,微信小程序,43,公务员,广州,三口之家,否
C6008,女,银卡,App自然注册,44,学生,上海,银发族,否
C6009,男,普通,线下扫码,26,学生,重庆,三口之家,否
C6010,男,银卡,微信小程序,27,其他,青岛,单身青年,否
C6011,女,普通,线下扫码,36,服务业,深圳,多口之家,否
C6012,女,普通,线下扫码,22,企业职员,杭州,三口之家,否
C6013,女,普通,App自然注册,37,自由职业,西安,银发族,否
C6014,男,普通,线下扫码,47,企业职员,西安,单身青年,否
C6015,男,普通,微信小程序,38,学生,其他,三口之家,否
C6016,男,银卡,社群裂变,39,学生,青岛,三口之家,否
C6017,女,普通,App自然注册,42,全职主妇,苏州,多口之家,否
C6018,女,普通,线下扫码,40,全职主妇,武汉,三口之家,否
C6019,男,银卡,App自然注册,27,企业职员,西安,单身青年,否
C6020,女,普通,外卖平台导流,31,服务业,成都,三口之家,否
C6021,女,普通,微信小程序,44,互联网从业,杭州,三口之家,否
C6022,男,普通,微信小程序,40,其他,深圳,三口之家,否
C6023,女,普通,微信小程序,37,互联网从业,其他,三口之家,否
C6024,男,普通,微信小程序,30,互联网从业,天津,三口之家,否
C6025,男,普通,外卖平台导流,34,其他,苏州,银发族,否
C6026,男,普通,线下扫码,38,全职主妇,上海,单身青年,否
C6027,女,普通,微信小程序,39,互联网从业,上海,二人世界,否
C6028,男,金卡,App自然注册,30,互联网从业,郑州,三口之家,是
C6029,女,银卡,App自然注册,33,企业职员,北京,多口之家,否
C6030,男,普通,微信小程序,31,其他,上海,三口之家,否
C6031,男,金卡,外卖平台导流,22,互联网从业,其他,二人世界,是
C6032,男,普通,外卖平台导流,31,其他,西安,三口之家,否
C6033,男,普通,外卖平台导流,37,学生,南京,三口之家,否
C6034,女,普通,微信小程序,37,服务业,重庆,三口之家,否
C6035,男,普通,外卖平台导流,42,企业职员,苏州,银发族,否
C6036,男,普通,App自然注册,44,企业职员,西安,多口之家,否
C6037,女,普通,微信小程序,28,企业职员,深圳,多口之家,否
C6038,男,普通,线下扫码,41,企业职员,苏州,三口之家,否
C6039,女,普通,App自然注册,27,公务员,南京,三口之家,否
C6040,男,普通,微信小程序,36,企业职员,广州,三口之家,否
C6041,女,普通,App自然注册,33,企业职员,苏州,三口之家,否
C6042,男,普通,App自然注册,28,企业职员,深圳,单身青年,否
C6043,男,银卡,线下扫码,37,学生,苏州,三口之家,否
C6044,男,普通,社群裂变,36,企业职员,苏州,三口之家,否
C6045,男,银卡,微信小程序,44,全职主妇,其他,单身青年,否
C6046,男,普通,线下扫码,36,自由职业,广州,二人世界,否
C6047,女,普通,社群裂变,40,互联网从业,其他,三口之家,否
C6048,女,普通,App自然注册,44,其他,成都,三口之家,否
C6049,男,普通,微信小程序,28,企业职员,武汉,三口之家,否
C6050,男,普通,社群裂变,43,服务业,北京,银发族,否
C6051,女,普通,微信小程序,46,全职主妇,北京,三口之家,否
C6052,男,普通,微信小程序,29,企业职员,北京,二人世界,否
C6053,男,普通,微信小程序,30,企业职员,其他,三口之家,否
C6054,女,普通,微信小程序,43,互联网从业,北京,二人世界,否
C6055,女,普通,地推活动,32,企业职员,北京,多口之家,否
C6056,女,普通,微信小程序,33,全职主妇,成都,多口之家,否
C6057,男,普通,App自然注册,22,企业职员,北京,多口之家,否
C6058,男,普通,App自然注册,39,自由职业,广州,三口之家,否
C6059,女,银卡,线下扫码,37,互联网从业,深圳,多口之家,否
C6060,女,普通,微信小程序,26,服务业,长沙,单身青年,否
C6061,男,普通,App自然注册,35,其他,成都,多口之家,否
C6062,女,普通,微信小程序,31,企业职员,北京,三口之家,否
C6063,女,普通,地推活动,40,全职主妇,苏州,单身青年,否
C6064,男,银卡,微信小程序,29,学生,杭州,银发族,否
C6065,女,银卡,线下扫码,40,互联网从业,成都,三口之家,否
C6066,男,普通,线下扫码,39,公务员,重庆,三口之家,否
C6067,女,普通,社群裂变,37,其他,北京,二人世界,否
C6068,女,普通,线下扫码,41,学生,苏州,银发族,否
C6069,女,金卡,外卖平台导流,33,学生,上海,多口之家,否
C6070,女,银卡,线下扫码,27,公务员,北京,三口之家,否
C6071,男,普通,微信小程序,41,企业职员,深圳,三口之家,否
C6072,女,普通,微信小程序,41,其他,北京,单身青年,否
C6073,女,普通,外卖平台导流,24,企业职员,长沙,多口之家,否
C6074,女,普通,App自然注册,22,全职主妇,北京,三口之家,否
C6075,女,普通,App自然注册,36,企业职员,武汉,二人世界,否
C6076,女,普通,微信小程序,38,互联网从业,长沙,多口之家,否
C6077,女,普通,微信小程序,26,自由职业,南京,三口之家,否
C6078,男,金卡,地推活动,24,全职主妇,天津,多口之家,是
C6079,男,普通,外卖平台导流,39,企业职员,北京,三口之家,否
C6080,男,普通,微信小程序,38,互联网从业,其他,多口之家,否
C6081,女,金卡,外卖平台导流,37,企业职员,深圳,三口之家,否
C6082,女,金卡,线下扫码,32,学生,苏州,三口之家,是
C6083,男,普通,微信小程序,34,全职主妇,深圳,三口之家,否
C6084,女,银卡,线下扫码,26,自由职业,深圳,三口之家,否
C6085,男,普通,社群裂变,41,服务业,成都,多口之家,否
C6086,男,银卡,App自然注册,41,全职主妇,郑州,三口之家,否
C6087,男,普通,App自然注册,33,企业职员,上海,银发族,否
C6088,女,银卡,App自然注册,32,公务员,成都,二人世界,否
C6089,女,普通,社群裂变,35,服务业,上海,二人世界,否
C6090,男,金卡,App自然注册,32,全职主妇,杭州,银发族,否
C6091,男,普通,微信小程序,24,企业职员,杭州,三口之家,否
C6092,女,银卡,App自然注册,33,自由职业,西安,三口之家,否
C6093,女,普通,线下扫码,34,企业职员,成都,三口之家,否
C6094,女,普通,微信小程序,31,企业职员,杭州,三口之家,否
C6095,女,普通,线下扫码,37,企业职员,北京,二人世界,否
C6096,男,普通,社群裂变,24,自由职业,深圳,单身青年,否
C6097,男,普通,App自然注册,24,企业职员,天津,三口之家,否
C6098,男,普通,社群裂变,36,公务员,上海,单身青年,否
C6099,男,金卡,微信小程序,44,企业职员,深圳,二人世界,是
C6100,女,普通,微信小程序,41,服务业,武汉,单身青年,否
C6101,女,普通,App自然注册,24,自由职业,成都,二人世界,否
C6102,男,普通,微信小程序,36,自由职业,深圳,单身青年,否
C6103,男,普通,外卖平台导流,34,其他,成都,单身青年,否
C6104,女,金卡,外卖平台导流,27,互联网从业,南京,单身青年,否
C6105,男,金卡,线下扫码,37,学生,杭州,三口之家,是
C6106,男,普通,微信小程序,34,其他,西安,三口之家,否
C6107,男,银卡,App自然注册,25,学生,上海,二人世界,否
C6108,男,银卡,微信小程序,44,企业职员,北京,单身青年,否
C6109,女,金卡,线下扫码,46,自由职业,广州,单身青年,否
C6110,女,普通,App自然注册,27,企业职员,北京,银发族,否
C6111,女,普通,微信小程序,28,互联网从业,武汉,三口之家,否
C6112,男,普通,微信小程序,28,服务业,广州,三口之家,否
C6113,女,银卡,微信小程序,37,自由职业,南京,三口之家,否
C6114,男,金卡,微信小程序,40,企业职员,北京,二人世界,否
C6115,女,金卡,App自然注册,26,公务员,苏州,三口之家,是
C6116,女,普通,线下扫码,28,学生,成都,银发族,否
C6117,女,普通,线下扫码,44,互联网从业,郑州,三口之家,否
C6118,女,普通,微信小程序,31,互联网从业,北京,三口之家,否
C6119,女,金卡,微信小程序,34,企业职员,南京,二人世界,是
C6120,男,金卡,社群裂变,39,全职主妇,南京,单身青年,是
C6121,女,普通,线下扫码,32,自由职业,上海,单身青年,否
C6122,男,普通,App自然注册,34,其他,其他,多口之家,否
C6123,男,金卡,线下扫码,38,全职主妇,杭州,银发族,是
C6124,女,金卡,线下扫码,37,其他,武汉,单身青年,否
C6125,女,普通,社群裂变,30,其他,杭州,多口之家,否
C6126,男,普通,微信小程序,42,学生,上海,二人世界,否
C6127,男,普通,微信小程序,44,自由职业,上海,三口之家,否
C6128,男,普通,微信小程序,36,企业职员,杭州,多口之家,否
C6129,男,普通,线下扫码,38,自由职业,广州,三口之家,否
