订单ID,关联事件ID,会员ID,商品ID,门店ID,订单日期,订单金额_元,商品成本_元,毛利_元,促销ID,订单渠道,购买数量,配送时长_分钟,履约时长_分钟
O033395,E0421513,C0041,S004,32,2024-11-16,11.72,5.3,6.42,P01,小程序到家,2,28,25
O033396,E0421517,C1490,S022,9,2024-11-16,87.4,60.48,26.92,P01,小程序到家,2,22,26
O033397,E0421528,B2375,S012,19,2024-11-16,85.87,61.36,24.51,P03,小程序到家,1,51,42
O033398,E0421547,C2992,S098,36,2024-11-17,19.23,10.3,8.93,P04,门店自提,1,22,17
O033399,E0421555,B0143,S085,12,2024-11-17,25.18,13.39,11.79,P03,小程序到家,2,13,10
O033400,E0421570,B0192,S016,20,2024-11-17,30.02,22.03,7.99,P07,App到家,3,17,15
O033401,E0421589,B1040,S076,2,2024-11-17,16.47,9.18,7.29,P02,App到家,1,17,12
O033402,E0421636,C4461,S096,6,2024-11-17,14.84,7.7,7.14,P02,小程序到家,1,30,17
O033403,E0421656,B0743,S018,36,2024-11-17,18.49,10.3,8.19,P06,App到家,1,21,14
O033404,E0421657,C8245,S062,21,2024-11-17,11.13,18.54,-7.41,P06,第三方外卖,1,38,27
O033405,E0421663,C8401,S079,2,2024-11-17,9.9,3.58,6.32,P02,第三方外卖,1,18,11
O033406,E0421672,B2429,S096,12,2024-11-17,14.59,7.7,6.89,P04,第三方外卖,1,41,27
O033407,E0421673,C7007,S009,31,2024-11-17,16.74,8.59,8.15,P01,门店堂食,2,21,21
O033408,E0421697,B2237,S087,12,2024-11-17,23.95,15.6,8.35,P04,App到家,1,26,17
O033409,E0421699,A020,S020,21,2024-11-17,68.26,47.08,21.18,P02,App到家,2,46,36
O033410,E0421709,B0522,S067,26,2024-11-17,9.9,2.1,7.8,P04,小程序到家,1,64,46
O033411,E0421713,B3417,S057,25,2024-11-17,46.78,28.08,18.7,P01,App到家,2,26,23
O033412,E0421732,C6142,S085,25,2024-11-17,12.31,6.7,5.61,P01,App到家,1,21,15
O033413,E0421742,C6095,S085,1,2024-11-17,12.53,6.7,5.83,P02,小程序到家,1,22,19
O033414,E0421756,C3733,S097,27,2024-11-17,52.6,29.12,23.48,P03,门店堂食,2,24,19
O033415,E0421759,C1612,S027,4,2024-11-17,32.02,22.42,9.6,P01,小程序到家,1,50,43
O033416,E0421775,B3994,S095,33,2024-11-17,28.52,18.4,10.12,P01,门店堂食,1,26,25
O033417,E0421803,C1451,S010,31,2024-11-17,9.9,5.67,4.23,P04,App到家,1,70,56
O033418,E0421836,B1654,S093,2,2024-11-17,15.8,8.64,7.16,P02,App到家,1,15,11
O033419,E0421846,C5213,S016,17,2024-11-17,24.84,14.69,10.15,P03,第三方外卖,2,27,18
O033420,E0421891,B0384,S011,37,2024-11-17,30.52,18.87,11.65,P02,App到家,2,26,22
O033421,E0421897,B0820,S008,8,2024-11-17,9.9,3.99,5.91,P02,小程序到家,1,37,28
O033422,E0421921,C8822,S009,10,2024-11-17,16.24,8.59,7.65,P03,App到家,2,23,15
O033423,E0421947,B3095,S036,20,2024-11-17,28.2,18.38,9.82,P05,小程序到家,1,22,17
O033424,E0421957,C3496,S024,21,2024-11-17,36.34,23.33,13.01,P01,门店自提,2,47,34
O033425,E0421966,C8190,S045,6,2024-11-17,35.84,22.0,13.84,P08,小程序到家,1,16,14
O033426,E0421971,A322,S090,28,2024-11-17,53.68,31.61,22.07,P01,App到家,2,55,33
O033427,E0421981,B2802,S027,5,2024-11-17,31.59,22.42,9.17,P04,门店自提,1,21,23
O033428,E0421987,B2532,S026,27,2024-11-17,22.97,14.84,8.13,P02,小程序到家,1,54,52
O033429,E0422001,A391,S021,29,2024-11-17,31.96,21.73,10.23,P04,第三方外卖,1,38,26
O033430,E0422016,C5337,S088,21,2024-11-17,16.2,9.63,6.57,P03,第三方外卖,1,24,20
O033431,E0422029,B3267,S014,39,2024-11-17,16.15,10.38,5.77,P04,门店自提,1,14,13
O033432,E0422050,B2950,S070,9,2024-11-17,22.12,13.08,9.04,P05,App到家,1,20,13
O033433,E0422059,C5341,S028,17,2024-11-17,57.08,37.63,19.45,P01,小程序到家,2,16,10
O033434,E0422061,B3327,S013,39,2024-11-17,19.18,12.6,6.58,P08,App到家,1,13,12
O033435,E0422066,C1733,S008,24,2024-11-17,9.9,3.99,5.91,P02,小程序到家,1,29,15
O033436,E0422094,C2280,S013,39,2024-11-17,38.16,25.2,12.96,P01,第三方外卖,2,21,20
O033437,E0422124,B3630,S010,8,2024-11-17,19.74,11.34,8.4,P01,小程序到家,2,50,39
O033438,E0422125,C0757,S067,23,2024-11-17,9.9,4.2,5.7,P03,门店自提,2,17,14
O033439,E0422129,C7370,S012,17,2024-11-17,165.74,122.72,43.02,P01,门店自提,2,27,22
O033440,E0422178,C4741,S096,37,2024-11-17,14.26,7.7,6.56,P01,门店堂食,1,13,14
O033441,E0422181,B2417,S015,40,2024-11-17,62.1,46.36,15.74,P02,第三方外卖,1,20,17
O033442,E0422182,B3230,S018,38,2024-11-17,18.1,10.3,7.8,P06,App到家,1,45,42
O033443,E0422183,B0243,S033,27,2024-11-17,21.79,13.91,7.88,P03,App到家,1,23,21
O033444,E0422212,C5074,S096,16,2024-11-17,44.34,23.1,21.24,P01,门店自提,3,18,15
O033445,E0422220,B3635,S073,36,2024-11-17,15.51,9.5,6.01,P01,门店堂食,1,23,17
O033446,E0422236,B1473,S007,15,2024-11-17,9.9,2.53,7.37,P01,第三方外卖,1,15,18
O033447,E0422254,B0922,S090,38,2024-11-17,24.83,15.81,9.02,P02,门店自提,1,17,11
O033448,E0422316,C5641,S098,3,2024-11-18,19.32,10.3,9.02,P01,App到家,1,22,13
O033449,E0422324,C3066,S089,10,2024-11-18,20.97,13.08,7.89,P01,小程序到家,1,13,17
O033450,E0422331,B1696,S052,12,2024-11-18,18.72,10.36,8.36,P03,App到家,1,16,10
O033451,E0422336,A522,S020,25,2024-11-18,35.71,23.54,12.17,P06,门店堂食,1,21,15
O033452,E0422342,B3237,S011,1,2024-11-18,15.13,9.44,5.69,P02,App到家,1,23,18
O033453,E0422347,C6921,S010,23,2024-11-18,9.9,5.67,4.23,P01,App到家,1,25,21
O033454,E0422350,B1818,S001,34,2024-11-18,9.9,4.54,5.36,P05,门店自提,1,12,12
O033455,E0422371,C0098,S043,9,2024-11-18,39.13,24.2,14.93,P02,门店自提,1,13,15
O033456,E0422379,C3765,S012,23,2024-11-18,243.45,184.08,59.37,P03,第三方外卖,3,18,13
O033457,E0422409,A469,S053,21,2024-11-18,43.94,30.24,13.7,P01,App到家,1,29,24
O033458,E0422412,B3044,S004,31,2024-11-18,9.9,2.65,7.25,P04,第三方外卖,1,26,18
O033459,E0422424,A084,S045,6,2024-11-18,33.04,22.0,11.04,P01,App到家,1,25,18
O033460,E0422458,C5012,S013,38,2024-11-18,15.26,12.6,2.66,P07,小程序到家,1,42,32
O033461,E0422461,B1146,S092,22,2024-11-18,9.9,4.66,5.24,P04,门店自提,2,12,10
O033462,E0422464,C4876,S012,2,2024-11-18,84.7,61.36,23.34,P03,App到家,1,21,22
O033463,E0422470,B0565,S062,21,2024-11-18,31.6,18.54,13.06,P01,门店堂食,1,13,15
O033464,E0422495,C6094,S091,14,2024-11-18,9.9,3.52,6.38,P01,App到家,1,27,24
O033465,E0422512,B1970,S068,25,2024-11-18,12.63,7.15,5.48,P01,小程序到家,1,30,28
O033466,E0422516,C3651,S012,36,2024-11-18,86.88,61.36,25.52,P01,小程序到家,1,19,10
O033467,E0422519,C1221,S096,27,2024-11-18,11.82,7.7,4.12,P07,第三方外卖,1,12,10
O033468,E0422535,B2848,S003,35,2024-11-18,9.9,5.38,4.52,P03,小程序到家,1,24,15
O033469,E0422558,A514,S098,13,2024-11-18,19.59,10.3,9.29,P05,小程序到家,1,52,44
O033470,E0422559,C3425,S009,17,2024-11-18,16.48,8.59,7.89,P08,小程序到家,2,54,35
O033471,E0422571,C4521,S066,6,2024-11-18,9.9,2.78,7.12,P02,App到家,1,26,25
O033472,E0422578,C7283,S004,17,2024-11-18,9.9,2.65,7.25,P02,小程序到家,1,12,13
O033473,E0422597,C5274,S007,17,2024-11-18,9.9,2.53,7.37,P02,第三方外卖,1,18,18
O033474,E0422608,C4323,S032,32,2024-11-18,16.34,10.26,6.08,P01,App到家,1,27,19
O033475,E0422610,C4178,S062,13,2024-11-18,96.87,55.62,41.25,P01,门店堂食,3,17,16
O033476,E0422611,C5428,S044,17,2024-11-18,23.26,17.99,5.27,P07,门店自提,1,20,22
O033477,E0422627,A403,S051,2,2024-11-18,14.73,8.35,6.38,P08,门店堂食,1,25,22
O033478,E0422641,C0485,S074,10,2024-11-18,18.74,10.36,8.38,P01,第三方外卖,1,13,10
O033479,E0422648,C0822,S055,37,2024-11-18,55.96,33.17,22.79,P03,第三方外卖,2,28,25
O033480,E0422655,C5830,S083,34,2024-11-18,9.9,5.2,4.7,P02,小程序到家,1,23,12
O033481,E0422666,C8781,S081,39,2024-11-18,43.86,23.4,20.46,P03,门店自提,3,20,20
O033482,E0422676,B0685,S018,4,2024-11-18,18.29,10.3,7.99,P04,App到家,1,53,37
O033483,E0422689,A341,S031,8,2024-11-18,108.3,77.0,31.3,P01,小程序到家,2,19,12
O033484,E0422704,A234,S025,31,2024-11-18,18.73,12.08,6.65,P01,App到家,1,44,37
O033485,E0422705,C3924,S026,40,2024-11-18,48.14,29.68,18.46,P01,小程序到家,2,12,13
O033486,E0422717,C8391,S023,10,2024-11-18,22.46,14.45,8.01,P01,小程序到家,1,23,21
O033487,E0422718,A227,S046,28,2024-11-18,30.93,19.44,11.49,P06,小程序到家,1,28,17
O033488,E0422781,C6111,S017,12,2024-11-18,11.87,8.18,3.69,P07,小程序到家,1,18,15
O033489,E0422799,C7693,S088,22,2024-11-18,16.62,9.63,6.99,P01,门店自提,1,29,21
O033490,E0422805,B3201,S019,36,2024-11-18,28.74,19.61,9.13,P08,第三方外卖,1,23,20
O033491,E0422811,B3368,S069,16,2024-11-18,28.42,17.4,11.02,P02,小程序到家,1,23,25
O033492,E0422812,B3723,S059,16,2024-11-18,32.72,18.72,14.0,P01,小程序到家,1,24,19
O033493,E0422814,B3357,S048,5,2024-11-18,18.58,8.96,9.62,P01,小程序到家,1,16,13
O033494,E0422820,C3933,S044,5,2024-11-18,29.81,17.99,11.82,P02,门店自提,1,25,15
O033495,E0422843,C6639,S052,39,2024-11-18,37.02,20.71,16.31,P01,小程序到家,2,30,21
O033496,E0422856,C8182,S010,29,2024-11-18,9.9,5.67,4.23,P01,第三方外卖,1,27,23
O033497,E0422859,B1573,S073,9,2024-11-18,29.82,19.01,10.81,P04,App到家,2,20,13
O033498,E0422903,B0699,S066,36,2024-11-18,10.66,5.55,5.11,P02,门店堂食,2,26,13
O033499,E0422912,C3487,S046,11,2024-11-18,31.46,19.44,12.02,P05,小程序到家,1,29,28
O033500,E0422946,C7210,S091,39,2024-11-18,13.26,7.04,6.22,P01,App到家,2,27,24
O033501,E0422969,B0392,S040,17,2024-11-19,37.74,20.6,17.14,P04,第三方外卖,2,16,16
O033502,E0422982,C9725,S020,12,2024-11-19,14.93,23.54,-8.61,P06,小程序到家,1,12,15
O033503,E0422993,C7385,S078,30,2024-11-19,18.66,9.79,8.87,P08,小程序到家,1,29,27
O033504,E0423001,C8427,S032,18,2024-11-19,32.12,20.52,11.6,P01,第三方外卖,2,40,30
O033505,E0423011,C6202,S030,16,2024-11-19,43.71,32.49,11.22,P01,门店自提,1,15,10
O033506,E0423015,B2714,S046,3,2024-11-19,31.84,19.44,12.4,P06,小程序到家,1,26,16
O033507,E0423049,B2798,S072,14,2024-11-19,18.17,11.86,6.31,P04,门店自提,1,15,15
O033508,E0423056,C6536,S041,19,2024-11-19,11.37,7.07,4.3,P02,门店自提,1,20,16
O033509,E0423067,B4078,S004,39,2024-11-19,9.9,2.65,7.25,P05,第三方外卖,1,37,32
O033510,E0423075,B0574,S049,5,2024-11-19,21.93,11.97,9.96,P03,小程序到家,1,64,43
O033511,E0423077,B3763,S033,10,2024-11-19,22.51,13.91,8.6,P01,App到家,1,51,39
O033512,E0423078,C3401,S083,34,2024-11-19,9.9,5.2,4.7,P03,小程序到家,1,16,17
O033513,E0423103,B0878,S036,28,2024-11-19,58.4,36.75,21.65,P05,小程序到家,2,12,11
O033514,E0423125,A507,S031,40,2024-11-19,55.31,38.5,16.81,P01,门店自提,1,25,23
O033515,E0423136,C7201,S097,32,2024-11-19,26.24,14.56,11.68,P01,门店自提,1,19,15
O033516,E0423140,C5991,S063,12,2024-11-19,47.87,28.84,19.03,P01,门店自提,1,26,21
O033517,E0423171,C4636,S089,40,2024-11-19,42.92,26.16,16.76,P02,第三方外卖,2,28,28
O033518,E0423183,C4617,S028,38,2024-11-19,36.52,37.63,-1.11,P06,App到家,2,15,10
O033519,E0423184,B2742,S022,12,2024-11-19,88.88,60.48,28.4,P01,小程序到家,2,24,15
O033520,E0423202,C2277,S034,33,2024-11-19,18.06,11.45,6.61,P01,小程序到家,1,22,13
O033521,E0423209,A272,S069,8,2024-11-19,28.91,17.4,11.51,P05,门店自提,1,17,17
O033522,E0423245,A368,S021,18,2024-11-19,31.83,21.73,10.1,P01,App到家,1,18,13
O033523,E0423279,A391,S045,36,2024-11-19,35.81,22.0,13.81,P01,门店自提,1,23,18
O033524,E0423307,B0812,S091,32,2024-11-19,12.98,7.04,5.94,P01,App到家,2,30,17
O033525,E0423326,C3506,S023,11,2024-11-19,22.17,14.45,7.72,P04,第三方外卖,1,29,18
O033526,E0423345,C2559,S056,6,2024-11-19,28.46,16.8,11.66,P01,第三方外卖,1,18,16
O033527,E0423351,C4337,S076,24,2024-11-19,33.12,18.36,14.76,P01,第三方外卖,2,19,10
O033528,E0423354,A361,S067,33,2024-11-19,9.9,2.1,7.8,P04,门店自提,1,30,16
O033529,E0423356,C9071,S010,6,2024-11-19,9.9,5.67,4.23,P01,小程序到家,1,61,52
O033530,E0423363,B4044,S078,7,2024-11-19,17.58,9.79,7.79,P01,小程序到家,1,31,22
O033531,E0423373,C4436,S041,37,2024-11-19,12.07,7.07,5.0,P01,小程序到家,1,16,10
O033532,E0423381,B3343,S092,5,2024-11-19,9.9,2.33,7.57,P07,第三方外卖,1,71,42
O033533,E0423386,C7846,S081,22,2024-11-19,14.75,7.8,6.95,P02,门店堂食,1,25,15
O033534,E0423397,C1414,S085,36,2024-11-19,12.7,6.7,6.0,P02,小程序到家,1,28,29
O033535,E0423401,B1380,S077,23,2024-11-19,19.27,11.77,7.5,P01,App到家,1,13,11
O033536,E0423408,C0014,S084,18,2024-11-19,34.7,20.8,13.9,P02,门店自提,1,22,22
O033537,E0423426,C0829,S066,37,2024-11-19,9.9,2.78,7.12,P03,小程序到家,1,14,13
O033538,E0423444,A192,S006,38,2024-11-19,12.46,6.96,5.5,P01,App到家,1,22,15
O033539,E0423455,C9739,S065,14,2024-11-19,45.84,24.72,21.12,P03,门店自提,3,47,34
O033540,E0423467,C1137,S058,29,2024-11-19,19.48,11.88,7.6,P01,门店自提,1,21,16
O033541,E0423470,C5489,S066,33,2024-11-19,9.9,2.78,7.12,P02,App到家,1,40,31
O033542,E0423485,B3433,S035,31,2024-11-19,12.62,9.5,3.12,P07,小程序到家,1,29,18
O033543,E0423498,B3750,S004,3,2024-11-19,11.64,5.3,6.34,P01,门店自提,2,13,10
O033544,E0423503,C4905,S061,35,2024-11-19,29.58,17.0,12.58,P03,App到家,1,19,18
O033545,E0423510,C0193,S046,15,2024-11-19,31.3,19.44,11.86,P03,门店自提,1,24,21
O033546,E0423521,C1463,S013,17,2024-11-19,19.29,12.6,6.69,P05,App到家,1,63,45
O033547,E0423523,C3357,S065,2,2024-11-19,15.8,8.24,7.56,P01,App到家,1,25,19
O033548,E0423532,B2251,S032,36,2024-11-19,31.2,20.52,10.68,P01,小程序到家,2,22,20
O033549,E0423553,A587,S084,18,2024-11-19,35.54,20.8,14.74,P01,门店自提,1,28,26
O033550,E0423560,C8298,S092,7,2024-11-19,9.9,2.33,7.57,P01,第三方外卖,1,39,23
O033551,E0423628,C7220,S091,4,2024-11-20,9.9,3.52,6.38,P03,门店自提,1,15,10
O033552,E0423634,B1885,S071,29,2024-11-20,26.11,17.49,8.62,P04,第三方外卖,1,54,39
O033553,E0423637,C0023,S023,16,2024-11-20,34.53,28.89,5.64,P07,小程序到家,2,41,31
O033554,E0423664,B0361,S022,39,2024-11-20,45.06,30.24,14.82,P06,小程序到家,1,23,18
O033555,E0423686,B1442,S023,2,2024-11-20,67.53,43.34,24.19,P05,门店自提,3,51,43
O033556,E0423695,B3974,S060,28,2024-11-20,67.67,39.9,27.77,P01,小程序到家,1,20,20
O033557,E0423711,C4141,S071,11,2024-11-20,26.79,17.49,9.3,P01,门店堂食,1,23,21
O033558,E0423717,B3911,S034,1,2024-11-20,18.16,11.45,6.71,P03,App到家,1,42,28
O033559,E0423722,C6927,S027,9,2024-11-20,31.76,22.42,9.34,P02,门店自提,1,22,20
O033560,E0423730,C9759,S081,32,2024-11-20,14.76,7.8,6.96,P03,第三方外卖,1,43,27
O033561,E0423744,C1394,S014,16,2024-11-20,16.36,10.38,5.98,P01,门店自提,1,21,24
O033562,E0423746,A482,S098,1,2024-11-20,18.4,10.3,8.1,P01,App到家,1,12,11
O033563,E0423757,C7021,S062,19,2024-11-20,65.58,37.08,28.5,P04,门店自提,2,13,18
O033564,E0423794,B1751,S014,31,2024-11-20,16.3,10.38,5.92,P01,第三方外卖,1,28,16
O033565,E0423795,C1587,S062,24,2024-11-20,63.62,37.08,26.54,P08,App到家,2,48,40
O033566,E0423804,B2024,S065,19,2024-11-20,15.57,8.24,7.33,P01,第三方外卖,1,74,61
O033567,E0423805,C8465,S049,3,2024-11-20,45.16,23.94,21.22,P02,App到家,2,17,19
O033568,E0423856,C9121,S052,22,2024-11-20,18.06,10.36,7.7,P03,App到家,1,20,24
O033569,E0423867,B4072,S057,2,2024-11-20,24.06,14.04,10.02,P02,App到家,1,19,17
O033570,E0423892,C4138,S004,18,2024-11-20,11.5,5.3,6.2,P02,第三方外卖,2,32,23
O033571,E0423915,C1130,S062,27,2024-11-20,12.03,18.54,-6.51,P06,门店自提,1,17,19
O033572,E0423998,C5539,S008,13,2024-11-20,15.26,7.98,7.28,P03,门店自提,2,16,10
O033573,E0424020,C0997,S030,11,2024-11-20,88.16,64.98,23.18,P04,小程序到家,2,50,32
O033574,E0424044,C0423,S067,5,2024-11-20,9.9,2.1,7.8,P01,小程序到家,1,22,10
O033575,E0424057,C7206,S066,33,2024-11-20,11.62,5.55,6.07,P01,小程序到家,2,17,13
O033576,E0424058,C1422,S067,6,2024-11-20,9.9,4.2,5.7,P01,第三方外卖,2,46,34
O033577,E0424064,B0949,S091,15,2024-11-20,13.6,7.04,6.56,P04,门店堂食,2,29,24
O033578,E0424069,A456,S045,3,2024-11-20,34.01,22.0,12.01,P01,小程序到家,1,28,25
O033579,E0424088,C2774,S073,13,2024-11-20,15.43,9.5,5.93,P03,小程序到家,1,18,12
O033580,E0424109,B2924,S095,24,2024-11-20,28.17,18.4,9.77,P02,第三方外卖,1,23,17
O033581,E0424130,C1064,S081,10,2024-11-20,14.48,7.8,6.68,P02,第三方外卖,1,73,54
O033582,E0424131,C4507,S040,36,2024-11-20,18.61,10.3,8.31,P01,小程序到家,1,30,22
O033583,E0424141,C7333,S013,37,2024-11-20,44.02,37.8,6.22,P07,小程序到家,3,29,20
O033584,E0424168,B4019,S087,18,2024-11-20,24.09,15.6,8.49,P04,小程序到家,1,18,17
O033585,E0424200,C2776,S017,1,2024-11-20,14.84,8.18,6.66,P04,门店堂食,1,20,13
O033586,E0424234,C9277,S068,5,2024-11-21,12.32,7.15,5.17,P01,小程序到家,1,26,27
O033587,E0424236,B2778,S090,5,2024-11-21,25.88,15.81,10.07,P06,门店堂食,1,71,62
O033588,E0424267,B1863,S049,17,2024-11-21,22.64,11.97,10.67,P08,小程序到家,1,23,20
O033589,E0424282,B3210,S089,21,2024-11-21,17.13,13.08,4.05,P07,小程序到家,1,40,21
O033590,E0424284,B0589,S056,15,2024-11-21,44.08,33.6,10.48,P07,小程序到家,2,20,20
O033591,E0424286,B1185,S017,8,2024-11-21,14.54,8.18,6.36,P03,小程序到家,1,22,20
O033592,E0424293,C8958,S089,28,2024-11-21,42.9,26.16,16.74,P01,小程序到家,2,13,12
O033593,E0424298,A562,S062,36,2024-11-21,64.28,37.08,27.2,P06,App到家,2,29,28
O033594,E0424299,B0735,S043,29,2024-11-21,38.75,24.2,14.55,P04,小程序到家,1,26,23
O033595,E0424328,C9154,S081,24,2024-11-21,14.56,7.8,6.76,P03,门店自提,1,14,10
O033596,E0424329,C0698,S089,18,2024-11-21,21.33,13.08,8.25,P03,App到家,1,14,10
O033597,E0424339,B2283,S062,9,2024-11-21,32.29,18.54,13.75,P05,小程序到家,1,58,36
O033598,E0424341,B0955,S076,30,2024-11-21,16.4,9.18,7.22,P01,门店自提,1,17,11
O033599,E0424345,B3151,S040,21,2024-11-21,18.2,10.3,7.9,P01,门店堂食,1,30,27
O033600,E0424351,C5334,S002,37,2024-11-21,9.9,3.3,6.6,P02,第三方外卖,1,26,18
O033601,E0424359,C8101,S098,31,2024-11-21,39.38,20.6,18.78,P02,App到家,2,29,24
O033602,E0424361,C0220,S069,36,2024-11-21,22.98,17.4,5.58,P07,门店堂食,1,26,26
O033603,E0424375,B0665,S080,13,2024-11-21,43.62,27.75,15.87,P03,第三方外卖,2,26,20
O033604,E0424380,C6196,S087,14,2024-11-21,38.3,31.2,7.1,P07,小程序到家,2,14,12
O033605,E0424386,C8203,S066,34,2024-11-21,9.9,2.78,7.12,P04,小程序到家,1,75,53
O033606,E0424391,C4020,S056,38,2024-11-21,85.98,50.4,35.58,P05,门店自提,3,15,10
O033607,E0424396,A322,S049,4,2024-11-21,22.88,11.97,10.91,P03,App到家,1,52,50
O033608,E0424403,C0485,S028,2,2024-11-21,27.71,18.82,8.89,P04,小程序到家,1,22,24
O033609,E0424416,A426,S012,20,2024-11-21,85.66,61.36,24.3,P01,第三方外卖,1,48,33
O033610,E0424424,C5052,S020,3,2024-11-21,34.79,23.54,11.25,P01,App到家,1,19,22
O033611,E0424471,C1057,S095,17,2024-11-21,86.64,55.2,31.44,P04,门店堂食,3,16,10
O033612,E0424487,A526,S011,16,2024-11-21,15.66,9.44,6.22,P03,App到家,1,19,18
O033613,E0424488,A546,S078,2,2024-11-21,37.54,19.57,17.97,P05,小程序到家,2,28,19
O033614,E0424506,C3416,S009,18,2024-11-21,9.9,4.29,5.61,P01,App到家,1,35,18
O033615,E0424518,B3690,S036,3,2024-11-21,85.5,55.12,30.38,P02,门店自提,3,13,12
O033616,E0424524,C2142,S068,14,2024-11-21,12.86,7.15,5.71,P01,小程序到家,1,32,24
O033617,E0424552,C8134,S083,9,2024-11-21,9.9,5.2,4.7,P08,小程序到家,1,26,21
O033618,E0424563,C1385,S094,25,2024-11-21,18.91,11.77,7.14,P01,App到家,1,24,14
O033619,E0424575,C4477,S032,5,2024-11-21,16.22,10.26,5.96,P05,小程序到家,1,22,20
O033620,E0424596,B1645,S015,8,2024-11-21,117.04,92.72,24.32,P03,App到家,2,17,10
O033621,E0424630,C4693,S044,33,2024-11-21,29.55,17.99,11.56,P03,门店自提,1,23,17
O033622,E0424635,C2877,S016,5,2024-11-21,10.1,7.34,2.76,P07,门店自提,1,23,20
O033623,E0424648,B3332,S043,13,2024-11-21,38.26,24.2,14.06,P01,第三方外卖,1,41,32
O033624,E0424651,A138,S038,38,2024-11-21,138.3,98.88,39.42,P01,小程序到家,2,29,21
O033625,E0424652,C7196,S047,17,2024-11-21,9.9,5.89,4.01,P06,App到家,1,23,15
O033626,E0424683,A563,S013,28,2024-11-21,19.22,12.6,6.62,P03,App到家,1,12,11
O033627,E0424698,B3655,S048,9,2024-11-21,18.1,8.96,9.14,P04,门店堂食,1,27,18
O033628,E0424707,C3932,S008,8,2024-11-21,9.9,3.99,5.91,P02,第三方外卖,1,31,17
O033629,E0424708,A131,S066,37,2024-11-21,9.9,2.78,7.12,P07,App到家,1,23,14
O033630,E0424715,C3430,S048,23,2024-11-21,18.01,8.96,9.05,P01,第三方外卖,1,13,10
O033631,E0424719,C6169,S059,27,2024-11-21,31.88,18.72,13.16,P01,门店自提,1,13,12
O033632,E0424724,C2362,S057,40,2024-11-21,24.9,14.04,10.86,P02,小程序到家,1,20,12
O033633,E0424731,B0066,S008,31,2024-11-21,12.38,7.98,4.4,P07,小程序到家,2,30,26
O033634,E0424736,B1060,S041,23,2024-11-21,12.4,7.07,5.33,P01,App到家,1,13,13
O033635,E0424737,B2751,S007,4,2024-11-21,10.58,5.06,5.52,P06,第三方外卖,2,54,51
O033636,E0424742,C9081,S054,29,2024-11-21,42.56,28.08,14.48,P05,App到家,1,18,12
O033637,E0424746,C9210,S035,7,2024-11-21,30.26,19.01,11.25,P02,小程序到家,2,27,23
O033638,E0424751,C1174,S020,2,2024-11-21,27.89,23.54,4.35,P07,门店自提,1,16,18
O033639,E0424777,C5638,S007,40,2024-11-21,9.9,2.53,7.37,P01,小程序到家,1,18,20
O033640,E0424779,B1209,S029,28,2024-11-21,38.09,27.84,10.25,P04,小程序到家,1,12,10
O033641,E0424781,C1442,S081,6,2024-11-21,14.63,7.8,6.83,P01,App到家,1,27,21
O033642,E0424821,B1620,S021,12,2024-11-21,32.17,21.73,10.44,P02,小程序到家,1,12,10
O033643,E0424845,C6535,S050,7,2024-11-22,19.22,11.34,7.88,P02,第三方外卖,1,40,25
O033644,E0424854,C5895,S026,28,2024-11-22,38.61,29.68,8.93,P07,门店自提,2,26,19
O033645,E0424862,C4034,S032,40,2024-11-22,16.16,10.26,5.9,P04,小程序到家,1,30,22
O033646,E0424865,C8456,S024,39,2024-11-22,18.33,11.66,6.67,P02,小程序到家,1,16,10
O033647,E0424887,B2900,S083,27,2024-11-22,9.9,5.2,4.7,P04,门店堂食,1,26,16
O033648,E0424896,C5575,S028,13,2024-11-22,56.1,37.63,18.47,P01,App到家,2,27,18
O033649,E0424899,B3569,S023,1,2024-11-22,21.4,14.45,6.95,P01,App到家,1,41,22
O033650,E0424900,B1642,S024,30,2024-11-22,18.56,11.66,6.9,P05,小程序到家,1,29,19
O033651,E0424933,B2244,S046,28,2024-11-22,31.75,19.44,12.31,P06,第三方外卖,1,15,10
O033652,E0424941,B1446,S074,6,2024-11-22,54.81,31.07,23.74,P01,第三方外卖,3,42,28
O033653,E0424947,B2303,S035,3,2024-11-22,15.14,9.5,5.64,P01,App到家,1,19,15
O033654,E0424952,B3286,S100,38,2024-11-22,65.32,40.33,24.99,P01,小程序到家,2,30,25
O033655,E0424954,C1648,S081,25,2024-11-22,14.36,7.8,6.56,P08,小程序到家,1,17,13
O033656,E0424969,C6377,S010,11,2024-11-22,19.76,11.34,8.42,P04,App到家,2,22,10
O033657,E0424979,B1860,S091,1,2024-11-22,9.9,3.52,6.38,P06,门店堂食,1,25,22
O033658,E0424994,C4037,S062,29,2024-11-22,63.3,37.08,26.22,P02,门店自提,2,22,17
O033659,E0425006,B0871,S091,13,2024-11-22,9.9,3.52,6.38,P01,小程序到家,1,25,25
O033660,E0425024,B0128,S056,36,2024-11-22,29.77,16.8,12.97,P01,App到家,1,20,17
O033661,E0425026,C3117,S059,29,2024-11-22,12.46,18.72,-6.26,P06,小程序到家,1,50,32
O033662,E0425031,C4230,S018,35,2024-11-22,18.34,10.3,8.04,P04,小程序到家,1,30,31
